region,region_population_thousands,latitude,longitude,property_type,property_age,area_sqm,bedrooms,bathrooms,floor,distance_to_center,has_elevator,has_garden,has_parking,price,address,neighborhood,construction_quality,energy_rating,last_renovation,transaction_date,price_per_sqm
Gabès,200,33.86463588734715,10.107657167849018,House,14,167,5,3,0,4.2,False,True,True,615000,"153 Rue Mokhtar Attia, Gabès, Tunisia",,Premium,C,,2022-08-31,3683
Ben Arous,600,36.75402855581339,10.21330771056247,Apartment,16,155,4,1,7,4.1,False,True,False,446000,"79 Avenue El Ghazela, Ben Arous, Tunisia",Cité Oliveraie,Basic,E,,2023-01-21,2877
Tozeur,70,33.910679471312996,8.138090395383166,Penthouse,12,239,4,3,12,10.6,False,False,True,766000,"114 Place Omar Ibn Al Khattab, Apt. 3, Tozeur, Tunisia",Cité Parc,Premium,B,,2022-02-09,3205
Manouba,400,36.78801146741362,10.07937265046331,Apartment,15,117,3,1,1,1.6,False,False,False,243000,"52 Boulevard Carthage, Apt. 6, Manouba, Tunisia",,Good,E,,2022-11-10,2077
Ariana,350,36.84116228020537,10.211215866635706,Apartment,25,177,4,2,3,4.4,True,False,True,562000,"63 Place El Ghazela, Ariana, Tunisia",Ennasr,Standard,F,2017.0,2022-07-19,3175
Sfax,330,34.753220461660604,10.772965646593963,Apartment,14,88,3,1,1,4.8,False,False,False,208000,"4 Boulevard Bardo, Apt. 8, Sfax, Tunisia",Gremda,Basic,C,,2023-04-05,2364
Sousse,270,35.8353162671738,10.643069271183494,Villa,24,306,4,3,0,1.2,False,True,True,2994000,"6 Boulevard Bouhsina, Sousse, Tunisia",Sahloul,Basic,F,,2022-10-02,9784
Béja,100,36.72444959576891,9.188813908175355,House,3,172,2,2,0,6.4,False,True,True,306000,"190 Place République, Béja, Tunisia",,Good,C,,2022-12-19,1779
Kef,120,36.1595180777394,8.720973221132839,Apartment,7,83,3,1,6,1.0,True,False,True,110000,"53 Place République, Apt. 17, Kef, Tunisia",,Premium,B,,2023-01-14,1325
Monastir,200,35.79139388527685,10.82621791801922,Apartment,29,136,1,1,4,4.1,False,False,True,262000,"187 Avenue Beni Hassen, Apt. 2, Monastir, Tunisia",Skanes,Good,F,2019.0,2023-04-05,1926
Ben Arous,600,36.746175666421365,10.21717133674005,Apartment,13,152,4,2,8,5.8,True,True,False,432000,"150 Place Charles de Gaulle, Apt. 11, Ben Arous, Tunisia",Cité Parc,Standard,C,,2023-10-23,2842
Kebili,80,33.7112401025081,8.978240059931496,Apartment,32,166,1,2,4,6.5,True,False,True,170000,"73 Avenue Mohamed V, Apt. 40, Kebili, Tunisia",,Standard,G,2018.0,2023-02-09,1024
Tozeur,70,33.93824837999313,8.125616704123049,Studio,27,36,0,1,7,8.5,True,True,False,19000,"14 Impasse Hannibal, Apt. 1, Tozeur, Tunisia",Hay Lac,Basic,D,2009.0,2023-03-23,528
Sidi Bouzid,160,35.051788615369276,9.488867791209467,Villa,5,393,7,3,0,2.7,False,True,True,2013000,"100 Boulevard Farhat Hached, Sidi Bouzid, Tunisia",,Standard,D,,2024-03-06,5122
Ben Arous,600,36.77244182453391,10.229690605414781,Apartment,6,154,1,2,7,1.6,True,False,True,466000,"169 Boulevard Tahar Haddad, Ben Arous, Tunisia",Cité Jardins,Good,D,,2024-01-13,3026
Sousse,270,35.8253814914199,10.638493854072046,Villa,2,176,6,4,0,5.5,False,True,True,2082000,"60 Impasse Bouhsina, Sousse, Tunisia",Khezama,Luxury,B,,2022-09-11,11830
Tunis,634,36.81896576775712,10.204734523941422,Studio,20,36,0,1,4,3.8,False,False,False,47000,"26 Boulevard Lafayette, Apt. 39, Tunis, Tunisia",Lac 1,Good,F,2015.0,2023-08-07,1306
Tunis,634,36.78517816771079,10.159171730119551,House,54,229,2,2,0,3.8,False,True,True,1066000,"51 Place Bab Saadoun, Tunis, Tunisia",Le Bardo,Good,E,2019.0,2022-11-07,4655
Ben Arous,600,36.77517751687037,10.22979378127591,Apartment,17,134,1,2,1,0.8,False,False,True,366000,"144 Rue Abou El Kacem Chebbi, Apt. 34, Ben Arous, Tunisia",,Standard,F,,2022-01-19,2731
Zaghouan,150,36.408545150728344,10.142421180079737,Apartment,11,95,1,2,2,3.2,False,False,True,150000,"86 Impasse Bardo, Apt. 11, Zaghouan, Tunisia",,Basic,D,,2023-07-03,1579
Gabès,200,33.86108287263038,10.111604468920934,House,45,295,5,2,0,7.2,False,True,False,674000,"89 Boulevard Habib Bourguiba, Gabès, Tunisia",,Basic,D,2023.0,2022-03-29,2285
Monastir,200,35.78986123225443,10.816785166074641,Villa,6,356,7,3,0,4.6,False,True,True,3966000,"61 Place Centre Ville, Monastir, Tunisia",Quartier Médina,Premium,C,,2023-08-08,11140
Monastir,200,35.767811962261426,10.843092069045277,House,21,240,3,2,0,3.1,False,True,False,975000,"161 Boulevard Skanes, Monastir, Tunisia",Skanes,Standard,F,,2022-05-14,4062
Nabeul,200,36.429917862887066,10.75655525741783,House,31,244,3,1,0,5.5,False,True,True,782000,"8 Place Charles de Gaulle, Nabeul, Tunisia",Résidence Parc,Basic,E,2010.0,2023-05-24,3205
Manouba,400,36.79723308449479,10.101649237387774,Apartment,1,79,3,2,5,4.5,True,True,True,217000,"58 Avenue Hannibal, Apt. 26, Manouba, Tunisia",Quartier Lac,Luxury,C,,2022-12-06,2747
Manouba,400,36.83119970895009,10.105906125076832,Apartment,28,168,1,2,6,5.0,True,False,False,293000,"36 Rue Tahar Haddad, Apt. 34, Manouba, Tunisia",,Standard,D,2016.0,2023-06-04,1744
Kebili,80,33.69982149062335,8.97807671044527,Duplex,23,120,3,2,3,6.9,False,True,True,264000,"157 Avenue Tahar Haddad, Apt. 37, Kebili, Tunisia",,Basic,D,,2024-03-16,2200
Tunis,634,36.79869898181582,10.170362920817459,Apartment,20,146,1,1,9,3.4,True,False,False,368000,"155 Boulevard Bab Bhar, Apt. 9, Tunis, Tunisia",,Standard,F,2018.0,2022-10-08,2521
Gabès,200,33.906234163896734,10.11073951155899,Duplex,26,170,2,3,3,7.2,True,False,False,371000,"168 Avenue République, Apt. 13, Gabès, Tunisia",Hay Lac,Standard,D,,2023-12-27,2182
Kairouan,150,35.68533599886909,10.092364482160967,Penthouse,5,246,4,3,10,2.5,True,False,True,991000,"80 Place 14 Janvier, Kairouan, Tunisia",,Good,E,,2023-06-18,4028
Zaghouan,150,36.38025804145775,10.119852843801757,Studio,11,45,0,1,7,3.1,True,False,False,33000,"198 Avenue Paris, Apt. 37, Zaghouan, Tunisia",,Premium,C,,2022-06-10,733
Monastir,200,35.78020906277244,10.839301636051953,Apartment,6,139,1,2,7,2.0,False,False,False,342000,"18 Place Ali Belhouane, Apt. 8, Monastir, Tunisia",El Parc,Good,C,,2023-05-16,2460
Bizerte,150,37.27626895952219,9.890939253596956,Duplex,17,145,4,2,4,12.8,True,False,False,466000,"82 Avenue Liberté, Apt. 21, Bizerte, Tunisia",Cité Centre,Good,F,2010.0,2023-03-28,3214
Gabès,200,33.85807132665466,10.091537603821298,Apartment,26,112,3,1,2,2.9,False,False,True,206000,"106 Boulevard Paris, Apt. 18, Gabès, Tunisia",Résidence Parc,Premium,C,2013.0,2023-01-13,1839
Medenine,200,33.32675351955871,10.498863648407855,Villa,21,348,5,3,0,10.2,False,True,True,2114000,"200 Avenue 14 Janvier, Medenine, Tunisia",,Basic,E,2016.0,2023-08-31,6075
Nabeul,200,36.42991881965971,10.760206582078554,House,49,289,4,1,0,6.6,False,True,True,863000,"34 Avenue Ibn Khaldoun, Nabeul, Tunisia",,Basic,D,2014.0,2022-11-07,2986
Ben Arous,600,36.73946277005347,10.24941538877418,Studio,22,43,0,1,1,1.3,False,False,True,45000,"196 Place Habib Bourguiba, Apt. 39, Ben Arous, Tunisia",El Lac,Premium,C,,2023-04-08,1047
Kairouan,150,35.67439465775183,10.12387620666276,Duplex,17,181,3,2,0,14.5,False,True,False,414000,"157 Avenue Kheireddine, Apt. 15, Kairouan, Tunisia",Quartier Palmeraie,Basic,D,2015.0,2023-09-11,2287
Medenine,200,33.34260291917301,10.52304164320879,House,52,223,5,1,0,1.5,False,True,False,542000,"7 Boulevard Tahar Haddad, Medenine, Tunisia",,Good,F,2009.0,2022-07-10,2430
Ben Arous,600,36.72856744943471,10.240711940309046,Apartment,11,139,4,1,6,1.4,False,False,True,423000,"177 Impasse Farhat Hached, Apt. 39, Ben Arous, Tunisia",,Standard,C,,2022-06-24,3043
Kasserine,120,35.19235253265512,8.812386028348946,Apartment,19,168,3,2,7,12.5,True,False,False,192000,"183 Boulevard Hédi Chaker, Apt. 25, Kasserine, Tunisia",,Standard,E,2023.0,2023-04-21,1143
Sidi Bouzid,160,35.01810629258661,9.482028630359297,House,50,299,4,3,0,7.6,False,True,True,470000,"122 Avenue Hédi Chaker, Sidi Bouzid, Tunisia",Résidence Palmeraie,Standard,E,2011.0,2023-11-18,1572
Monastir,200,35.79918394530665,10.828319328009522,Apartment,13,149,3,1,9,5.3,True,False,False,360000,"9 Impasse Khniss, Apt. 1, Monastir, Tunisia",Zone Touristique,Basic,F,,2024-03-31,2416
Ariana,350,36.863872823186085,10.177656305914967,Studio,17,41,0,1,2,1.2,False,False,True,47000,"57 Avenue Paris, Apt. 5, Ariana, Tunisia",Résidence Parc,Good,E,,2022-02-23,1146
Monastir,200,35.75253947555466,10.841707004537273,Studio,6,58,0,1,7,2.6,True,False,False,80000,"158 Impasse Cité Essalem, Apt. 30, Monastir, Tunisia",Cité Essalem,Good,D,,2022-03-27,1379
Medenine,200,33.319278728149314,10.508192490936766,House,41,111,3,3,0,0.6,False,True,True,299000,"110 Impasse Carthage, Medenine, Tunisia",Résidence Lac,Basic,G,,2023-08-29,2694
Ariana,350,36.88323082272576,10.181032595657923,House,44,270,4,2,0,2.3,False,True,False,1060000,"189 Impasse Omar Ibn Al Khattab, Ariana, Tunisia",Ghazela,Standard,F,2014.0,2022-06-04,3926
Ben Arous,600,36.76156364181185,10.207234928835376,Apartment,9,174,3,1,5,5.3,False,False,True,419000,"81 Impasse El Ferdaous, Apt. 37, Ben Arous, Tunisia",Hay Médina,Basic,E,,2022-09-19,2408
Tozeur,70,33.92488775719188,8.11669658604766,Apartment,22,141,4,2,3,4.3,True,True,True,284000,"138 Place Omar Ibn Al Khattab, Apt. 3, Tozeur, Tunisia",,Standard,F,2013.0,2023-10-31,2014
Ariana,350,36.874297678025755,10.185661564739696,Apartment,29,128,1,1,5,3.1,True,False,False,254000,"117 Rue Riadh El Andalous, Ariana, Tunisia",Menzah 5,Standard,F,,2023-01-20,1984
Gabès,200,33.87956955044023,10.103171527101381,House,27,249,4,2,0,6.4,False,True,False,608000,"133 Place Carthage, Gabès, Tunisia",Cité Médina,Good,D,2014.0,2023-04-20,2442
Bizerte,150,37.257963670533314,9.885981890930882,House,18,157,3,1,0,5.1,False,True,False,383000,"189 Rue Charles de Gaulle, Bizerte, Tunisia",Résidence Jardins,Good,F,2011.0,2022-12-30,2439
Ben Arous,600,36.74343201703184,10.236418592995639,Apartment,30,72,1,2,8,6.0,True,False,False,121000,"100 Place Tahar Sfar, Apt. 4, Ben Arous, Tunisia",Quartier Oliveraie,Good,F,,2023-09-19,1681
Gabès,200,33.864314152534966,10.107605882960318,House,19,162,2,1,0,5.8,False,True,False,391000,"75 Impasse République, Gabès, Tunisia",,Basic,D,2015.0,2022-11-19,2414
Zaghouan,150,36.384209403640526,10.139567824813499,House,30,234,2,1,0,13.8,False,True,False,489000,"78 Boulevard Charles de Gaulle, Zaghouan, Tunisia",,Basic,E,2012.0,2023-05-11,2090
Jendouba,100,36.48846030368694,8.79351876247141,Apartment,9,74,4,1,2,5.7,False,True,False,90000,"43 Impasse Abou El Kacem Chebbi, Apt. 4, Jendouba, Tunisia",Quartier Centre,Standard,D,,2023-09-23,1216
Manouba,400,36.797501750225344,10.11608586531977,Apartment,18,154,4,1,1,4.6,False,False,False,295000,"133 Avenue Ibn Sina, Apt. 29, Manouba, Tunisia",,Good,D,2017.0,2023-10-08,1916
Kairouan,150,35.69769101057033,10.08442206576114,Duplex,14,119,4,3,5,6.6,True,False,False,326000,"185 Place Farhat Hached, Apt. 38, Kairouan, Tunisia",,Basic,C,2022.0,2023-01-28,2739
Ariana,350,36.86819229725038,10.174985882085998,Apartment,18,164,2,1,4,5.2,True,True,False,397000,"140 Avenue Ibn Sina, Apt. 21, Ariana, Tunisia",,Basic,E,2011.0,2022-07-30,2421
Manouba,400,36.80397685498008,10.107666086475064,House,41,278,3,2,0,1.0,False,True,False,891000,"7 Avenue Abou El Kacem Chebbi, Manouba, Tunisia",,Standard,E,,2022-09-09,3205
Gafsa,120,34.433371162342496,8.790235033470331,Villa,23,291,6,3,0,11.5,False,True,True,1741000,"152 Avenue Abou El Kacem Chebbi, Gafsa, Tunisia",,Basic,D,2016.0,2023-05-01,5983
Ben Arous,600,36.74242704318313,10.222201247471721,Apartment,22,147,1,1,6,1.9,True,True,False,325000,"24 Boulevard Abou El Kacem Chebbi, Apt. 11, Ben Arous, Tunisia",Hay Palmeraie,Basic,E,2020.0,2022-05-03,2211
Sidi Bouzid,160,35.018447307235014,9.49675114102168,Apartment,31,170,3,2,2,12.0,False,False,True,161000,"188 Rue Ibn Sina, Apt. 29, Sidi Bouzid, Tunisia",Cité Centre,Standard,F,2014.0,2023-12-07,947
Manouba,400,36.80959443983956,10.107438281617283,Apartment,19,152,3,2,4,1.2,False,False,False,360000,"93 Rue Abou Hamed El Ghazali, Apt. 25, Manouba, Tunisia",Hay Palmeraie,Standard,F,2013.0,2022-03-15,2368
Mahdia,150,35.49204717623985,11.053421911431753,Villa,20,407,4,4,0,1.7,False,True,True,3578000,"131 Place El Ferdaous, Mahdia, Tunisia",,Standard,E,2013.0,2023-09-08,8791
Ariana,350,36.854210766863005,10.171887120487362,Apartment,3,106,1,2,3,3.0,False,True,True,628000,"141 Impasse Charles de Gaulle, Apt. 11, Ariana, Tunisia",Hay Jardins,Good,B,,2022-07-25,5925
Gafsa,120,34.41745239364153,8.799165228675902,House,45,226,2,1,0,10.7,False,True,True,328000,"145 Avenue Ali Belhouane, Gafsa, Tunisia",El Parc,Basic,E,2011.0,2022-11-23,1451
Zaghouan,150,36.42266492478748,10.144210915781796,Apartment,32,153,4,1,6,7.5,True,False,False,219000,"38 Avenue Liberté, Apt. 4, Zaghouan, Tunisia",,Standard,F,2018.0,2022-05-02,1431
Ben Arous,600,36.75107508476096,10.204841230934969,House,51,200,5,2,0,4.5,False,True,False,725000,"79 Boulevard Paris, Ben Arous, Tunisia",Résidence Centre,Good,E,2011.0,2023-04-20,3625
Tunis,634,36.82546021687927,10.157150510671293,House,7,191,2,2,0,1.4,False,True,True,1205000,"74 Avenue Abou El Kacem Chebbi, Tunis, Tunisia",Résidence Oliveraie,Standard,G,,2022-02-01,6309
Ariana,350,36.88473750401051,10.195060812434406,House,3,295,3,3,0,1.2,False,True,True,1757000,"52 Rue Ennasr, Ariana, Tunisia",Menzah 6,Basic,A,,2023-07-20,5956
Jendouba,100,36.49319672467874,8.802310921742134,House,5,177,5,3,0,2.4,False,True,True,498000,"196 Boulevard Omar Ibn Al Khattab, Jendouba, Tunisia",Résidence Centre,Good,D,,2023-04-12,2814
Manouba,400,36.7856195496555,10.101071244743453,Apartment,0,121,2,1,1,3.9,False,False,True,237000,"118 Impasse Habib Bourguiba, Manouba, Tunisia",El Oliveraie,Good,C,,2022-04-24,1959
Sfax,330,34.74304662622497,10.74626602006057,Apartment,12,135,3,1,6,1.8,True,False,True,351000,"156 Impasse Sfax El Jadida, Apt. 38, Sfax, Tunisia",Afran,Standard,F,2022.0,2023-03-03,2600
Nabeul,200,36.44774437156752,10.745113200297189,House,50,260,4,2,0,4.3,False,True,True,766000,"122 Impasse Tahar Haddad, Nabeul, Tunisia",Cité Centre,Standard,G,,2022-11-17,2946
Ben Arous,600,36.7646565598441,10.20333584293533,Apartment,2,132,2,1,1,3.1,False,False,True,326000,"114 Rue Paris, Apt. 1, Ben Arous, Tunisia",Résidence Parc,Good,E,,2022-02-24,2470
Kasserine,120,35.19404267150455,8.81362626861964,House,26,273,3,1,0,1.2,False,True,False,509000,"141 Boulevard Carthage, Kasserine, Tunisia",,Standard,G,2023.0,2023-06-25,1864
Sousse,270,35.81117902171112,10.622773672284692,Apartment,11,76,3,2,2,0.8,False,True,True,259000,"54 Rue Tahar Sfar, Apt. 4, Sousse, Tunisia",Sahloul,Basic,D,2023.0,2022-04-23,3408
Ariana,350,36.8393910068276,10.176752606179518,Studio,15,44,0,1,8,4.2,True,False,True,57000,"38 Rue Mohamed V, Apt. 39, Ariana, Tunisia",Borj Louzir,Good,D,2009.0,2023-04-24,1295
Ariana,350,36.8868174961472,10.186360836868865,Penthouse,3,265,3,3,6,3.5,True,True,True,2111000,"13 Rue El Ghazela, Apt. 12, Ariana, Tunisia",Menzah 5,Good,A,,2022-02-20,7966
Tunis,634,36.78726505451695,10.16184956305873,House,31,203,3,2,0,4.1,False,True,False,872000,"157 Place Bab Bhar, Tunis, Tunisia",La Marsa,Standard,G,2011.0,2022-07-28,4296
Monastir,200,35.788472998383504,10.843928433201633,Studio,27,37,0,1,9,2.0,True,False,False,36000,"46 Impasse Beni Hassen, Apt. 24, Monastir, Tunisia",Cité Jardins,Good,E,,2023-11-28,973
Sousse,270,35.81234761497542,10.610645475616762,House,17,258,2,2,0,2.0,False,True,True,1056000,"197 Boulevard Farhat Hached, Sousse, Tunisia",Résidence Palmeraie,Standard,E,2017.0,2023-03-26,4093
Bizerte,150,37.26055450092227,9.85172578453984,Villa,5,309,5,3,0,5.7,False,True,True,2231000,"95 Impasse Ali Belhouane, Bizerte, Tunisia",El Centre,Good,B,,2023-02-09,7220
Sfax,330,34.7207697468315,10.756875405992384,Apartment,28,166,3,1,4,4.9,True,False,True,347000,"110 Place El Ghazela, Apt. 31, Sfax, Tunisia",Nouvelle Ville,Good,C,2016.0,2022-03-11,2090
Sfax,330,34.727095918543085,10.761097293926271,Penthouse,6,194,3,2,14,4.5,False,False,True,1041000,"85 Place Afran, Apt. 14, Sfax, Tunisia",El Jardins,Good,B,2022.0,2022-08-11,5366
Kairouan,150,35.66577468766286,10.121626865055148,House,6,181,5,2,0,4.2,False,True,False,477000,"54 Place Ibn Sina, Kairouan, Tunisia",Résidence Jardins,Premium,D,,2022-12-02,2635
Gabès,200,33.90169719839631,10.101540305250523,Apartment,30,122,1,2,6,6.0,True,False,True,189000,"28 Place Mohamed V, Apt. 34, Gabès, Tunisia",Hay Palmeraie,Good,E,2010.0,2022-06-16,1549
Ben Arous,600,36.74602119959937,10.222357344101738,Apartment,1,175,3,1,5,3.7,True,False,False,525000,"124 Place Farhat Hached, Ben Arous, Tunisia",Cité Palmeraie,Good,C,,2022-10-22,3000
Tunis,634,36.802092614157225,10.192878966106747,Villa,0,361,4,4,0,4.0,False,True,True,4609000,"110 Place Bardo, Tunis, Tunisia",Le Bardo,Premium,B,,2022-06-06,12767
Ben Arous,600,36.750881949775945,10.246136497325296,Apartment,21,75,2,1,6,1.0,False,True,True,182000,"67 Place Ali Belhouane, Apt. 40, Ben Arous, Tunisia",El Jardins,Luxury,C,,2023-07-19,2427
Tunis,634,36.82870473929652,10.173297307668946,Apartment,21,76,2,2,5,5.2,False,False,False,178000,"158 Place Bab Saadoun, Apt. 32, Tunis, Tunisia",Menzah,Standard,C,2021.0,2022-04-16,2342
Jendouba,100,36.504134724068784,8.760852826841628,Penthouse,1,260,3,2,14,8.9,True,False,True,738000,"47 Place Hédi Chaker, Apt. 19, Jendouba, Tunisia",,Standard,E,,2023-03-15,2838
Tataouine,100,32.91762345238832,10.44657328833551,Apartment,30,113,1,2,0,11.1,False,False,False,106000,"1 Rue République, Apt. 8, Tataouine, Tunisia",,Basic,F,,2023-08-18,938
Tunis,634,36.79181013579509,10.200328024539436,House,46,212,3,2,0,4.7,False,True,True,1660000,"158 Impasse République, Tunis, Tunisia",Le Bardo,Standard,F,2009.0,2022-10-09,7830
Tunis,634,36.789414312802954,10.179283041077655,Apartment,13,87,3,2,4,3.7,True,False,True,342000,"90 Place Bab Bhar, Tunis, Tunisia",Lac 2,Standard,D,2022.0,2022-12-04,3931
Zaghouan,150,36.40808496202299,10.152893195408042,House,3,292,5,3,0,9.3,False,True,False,1064000,"3 Avenue République, Zaghouan, Tunisia",,Standard,B,,2022-09-04,3644
Tataouine,100,32.926753468486325,10.469354953436238,Apartment,28,176,2,2,0,10.3,False,False,True,186000,"73 Boulevard Ibn Sina, Apt. 20, Tataouine, Tunisia",El Lac,Premium,C,2014.0,2023-12-20,1057
Manouba,400,36.812815957553894,10.093975389022377,Apartment,34,123,4,1,6,5.6,True,False,True,236000,"130 Place Bardo, Apt. 1, Manouba, Tunisia",,Standard,G,2015.0,2023-12-28,1919
Béja,100,36.7039620317026,9.179934473422257,Apartment,8,98,1,2,3,13.1,True,False,True,115000,"176 Boulevard Ibn Khaldoun, Apt. 37, Béja, Tunisia",Hay Parc,Premium,E,2023.0,2023-07-11,1173
Tunis,634,36.822536792040786,10.187227050911066,Apartment,31,152,4,2,4,1.4,False,False,False,529000,"45 Avenue Habib Bourguiba, Apt. 22, Tunis, Tunisia",El Jardins,Basic,F,2015.0,2022-09-23,3480
Ariana,350,36.87910812268645,10.195300583529965,Apartment,26,94,2,1,0,4.3,False,False,False,172000,"122 Rue Hédi Chaker, Apt. 31, Ariana, Tunisia",Riadh Andalous,Standard,D,,2022-11-19,1830
Kebili,80,33.68502308525472,8.944281992291794,House,51,293,5,3,0,13.2,False,True,True,529000,"161 Impasse 14 Janvier, Kebili, Tunisia",,Standard,D,,2022-12-18,1805
Gafsa,120,34.415560977335936,8.79389952357489,Apartment,9,132,4,1,7,13.0,False,False,False,176000,"86 Impasse Tahar Sfar, Apt. 27, Gafsa, Tunisia",,Basic,A,,2022-11-01,1333
Tunis,634,36.82101299519709,10.171287641731016,Duplex,17,187,2,3,2,5.8,False,True,False,1097000,"134 Boulevard Mohamed V, Apt. 21, Tunis, Tunisia",Médina,Good,E,2016.0,2022-06-16,5866
Gafsa,120,34.42518269604417,8.780055945221704,House,17,122,2,2,0,2.7,False,True,False,239000,"138 Rue Tahar Sfar, Gafsa, Tunisia",,Basic,E,2014.0,2023-10-13,1959
Sidi Bouzid,160,35.033826139217574,9.472367435660006,Apartment,24,137,1,1,3,4.1,False,False,False,117000,"148 Boulevard République, Apt. 23, Sidi Bouzid, Tunisia",Cité Parc,Standard,G,2017.0,2023-10-11,854
Gabès,200,33.86321855525147,10.083034427911562,House,26,233,3,3,0,7.8,False,True,False,585000,"39 Boulevard Farhat Hached, Gabès, Tunisia",,Luxury,B,2018.0,2023-10-23,2511
Zaghouan,150,36.38056661935816,10.12820653709118,House,54,259,5,3,0,5.7,False,True,False,614000,"87 Impasse Habib Bourguiba, Zaghouan, Tunisia",,Premium,E,,2023-04-21,2371
Jendouba,100,36.47656004488127,8.7874629200318,Apartment,32,82,4,1,2,2.4,False,True,True,105000,"137 Avenue Abou Hamed El Ghazali, Apt. 25, Jendouba, Tunisia",El Lac,Basic,G,2013.0,2022-05-17,1280
Bizerte,150,37.26521877036939,9.897557235571346,Studio,18,68,0,1,7,4.7,True,False,True,61000,"153 Rue Liberté, Bizerte, Tunisia",,Standard,E,2012.0,2022-10-13,897
Sousse,270,35.80918585253882,10.62689142851548,Studio,5,38,0,1,3,2.2,True,False,True,56000,"81 Rue Ibn Sina, Apt. 6, Sousse, Tunisia",Quartier Parc,Standard,C,,2022-10-06,1474
Ariana,350,36.85539205793207,10.171022574803123,Apartment,10,101,2,2,0,0.6,False,False,False,281000,"96 Impasse Ennasr, Ariana, Tunisia",Ennasr,Standard,B,,2023-10-17,2782
Tunis,634,36.82346039765197,10.158099723007217,Apartment,8,96,4,2,3,4.5,True,False,True,385000,"78 Avenue El Manar, Apt. 3, Tunis, Tunisia",Lac 2,Good,B,2021.0,2023-03-25,4010
Ben Arous,600,36.775308991736466,10.247903717554681,Studio,28,57,0,1,5,0.5,True,False,False,58000,"52 Rue El Ghazela, Apt. 2, Ben Arous, Tunisia",Quartier Lac,Good,F,,2022-12-21,1018
Sousse,270,35.826276095804296,10.636779778745565,Apartment,6,120,4,1,2,5.3,False,False,True,382000,"40 Avenue Mongi Slim, Apt. 31, Sousse, Tunisia",Sahloul,Standard,C,,2024-02-17,3183
Ben Arous,600,36.76098889614781,10.222652500596745,Apartment,6,103,4,2,7,0.8,True,False,True,475000,"135 Boulevard El Ferdaous, Apt. 10, Ben Arous, Tunisia",Résidence Médina,Luxury,F,,2022-07-27,4612
Sousse,270,35.8318611141699,10.611838419434426,Apartment,33,97,3,2,8,4.1,True,False,True,252000,"133 Avenue Ibn Khaldoun, Apt. 3, Sousse, Tunisia",Quartier Centre,Basic,E,,2024-03-21,2598
Gafsa,120,34.40310238136749,8.781861520980978,Apartment,18,142,2,1,4,14.6,True,True,False,181000,"100 Place Abou El Kacem Chebbi, Apt. 20, Gafsa, Tunisia",Cité Lac,Premium,F,,2023-09-27,1275
Tunis,634,36.8089811150553,10.200890882016791,Studio,5,56,0,1,4,2.6,True,False,True,94000,"153 Rue Tahar Haddad, Apt. 3, Tunis, Tunisia",Manar,Good,E,2022.0,2023-10-05,1679
Sousse,270,35.80473303169539,10.650732396359695,Apartment,19,141,4,2,8,1.6,True,False,False,435000,"6 Place Hammam Sousse, Apt. 14, Sousse, Tunisia",Hay Parc,Standard,D,2009.0,2023-07-22,3085
Zaghouan,150,36.3883023668646,10.138004182425501,Apartment,24,154,2,2,0,5.5,False,False,True,469000,"52 Avenue Ali Belhouane, Apt. 35, Zaghouan, Tunisia",Résidence Centre,Basic,D,,2023-04-04,3045
Gabès,200,33.87223012174137,10.09320776364327,House,33,116,5,1,0,6.6,False,True,False,230000,"198 Impasse Ali Belhouane, Gabès, Tunisia",Hay Médina,Standard,G,2023.0,2023-10-08,1983
Ariana,350,36.84502477490363,10.19577850372018,Apartment,4,179,4,1,6,5.4,True,False,True,943000,"39 Avenue Hannibal, Apt. 1, Ariana, Tunisia",Ennasr,Basic,D,,2023-10-26,5268
Sousse,270,35.83958212949157,10.631676700518945,Apartment,28,99,1,2,6,4.6,True,False,True,227000,"132 Rue Tahar Sfar, Apt. 23, Sousse, Tunisia",Kantaoui,Standard,F,2022.0,2023-08-20,2293
Sfax,330,34.74013067879491,10.777738379264067,Apartment,26,162,1,2,5,2.4,True,False,False,360000,"37 Boulevard Afran, Apt. 11, Sfax, Tunisia",Résidence Parc,Standard,E,2023.0,2023-12-07,2222
Tataouine,100,32.942902905731906,10.45042272042599,House,22,133,4,3,0,0.6,False,True,True,299000,"80 Place Farhat Hached, Tataouine, Tunisia",El Parc,Premium,B,2012.0,2024-02-01,2248
Sousse,270,35.81238478240946,10.65384633734225,House,12,298,2,3,0,2.1,False,True,True,1563000,"114 Rue Tahar Sfar, Sousse, Tunisia",Résidence Centre,Good,E,,2022-05-17,5245
Béja,100,36.729451020084525,9.167757380505535,House,13,242,3,2,0,10.9,False,True,False,397000,"8 Impasse 14 Janvier, Béja, Tunisia",Cité Palmeraie,Good,E,,2023-11-08,1640
Kasserine,120,35.1606559876319,8.845556654446812,Apartment,24,78,1,1,3,6.5,True,False,False,65000,"13 Rue Tahar Haddad, Apt. 6, Kasserine, Tunisia",,Standard,E,2018.0,2022-02-04,833
Gabès,200,33.85860727810437,10.12280460935144,Villa,7,372,7,4,0,2.0,False,True,True,3198000,"101 Avenue Paris, Gabès, Tunisia",Résidence Jardins,Good,D,,2022-04-02,8597
Siliana,80,36.065917583985744,9.390203426269847,House,20,159,5,3,0,14.5,False,True,False,254000,"153 Place Ibn Sina, Siliana, Tunisia",,Standard,D,2019.0,2022-10-17,1597
